city,timestamp,avg_speed_kmph,traffic_volume
Berlin,2024-06-26,60,3693
,2024-07-06,5,3448
Berlin,2024-07-25,5,1067
Bangalore,2024-07-26,5,4598
Berlin,2024-07-11,15,1315
,2024-07-04,15,1721
London,2024-06-08,30,2201
NYC,2024-06-10,30,294
London,2024-07-07,5,2224
,2024-07-28,15,1582
Bangalore,2024-07-10,5,2709
London,2024-07-13,15,3340
Bangalore,2024-06-08,30,4319
,2024-06-21,180,2043
Berlin,2024-07-16,30,2288
NYC,2024-06-27,5,1280
Berlin,2024-07-05,15,357
Bangalore,2024-06-18,5,911
NYC,2024-07-17,30,2283
Berlin,2024-07-14,15,351
Berlin,2024-07-02,60,3975
,2024-07-13,5,1464
NYC,2024-07-05,60,4018
,2024-07-19,180,2192
NYC,2024-06-04,5,3543
London,2024-07-17,5,3714
NYC,2024-06-14,5,419
London,2024-06-27,15,4112
London,2024-07-20,15,2596
Bangalore,2024-06-25,5,3603
,2024-07-05,60,2302
Bangalore,2024-07-05,15,2562
NYC,2024-06-17,30,2416
,2024-06-10,15,1356
London,2024-07-20,5,4305
,2024-06-02,5,2102
London,2024-07-25,15,4605
Bangalore,2024-07-29,5,2011
NYC,2024-06-19,30,1025
London,2024-07-19,5,4505
London,2024-07-19,5,3625
London,2024-07-04,5,750
NYC,2024-06-23,30,759
Bangalore,2024-07-16,30,236
Bangalore,2024-07-04,5,4834
NYC,2024-06-01,60,527
London,2024-07-02,30,1225
Bangalore,2024-06-03,180,1605
Berlin,2024-06-24,15,2174
NYC,2024-07-14,5,4265
Bangalore,2024-06-04,,2856
London,2024-06-02,60,4582
Berlin,2024-06-04,5,4418
,2024-07-07,5,2294
Bangalore,2024-07-13,15,1595
Bangalore,2024-07-20,15,4018
Berlin,2024-06-19,60,1960
,2024-06-20,15,165
Bangalore,2024-07-26,60,1910
Berlin,2024-06-09,60,3963
NYC,2024-06-09,15,3429
Bangalore,2024-06-10,5,4609
,2024-07-01,15,3000
London,2024-06-29,5,1726
NYC,2024-06-12,30,4652
,2024-06-05,5,199
Berlin,2024-06-03,15,4174
,2024-07-16,60,2814
Bangalore,2024-07-30,60,1447
NYC,2024-06-22,60,2168
Bangalore,2024-07-12,60,3633
Berlin,2024-07-04,15,4345
,2024-07-20,30,1853
Berlin,2024-07-25,5,460
NYC,2024-07-29,60,2374
NYC,2024-07-05,15,4468
,2024-06-08,15,4809
London,2024-07-09,15,3868
London,2024-07-27,60,3940
Berlin,2024-06-19,,3224
,2024-07-06,15,96
London,2024-07-07,15,2437
Bangalore,2024-06-18,180,3527
Berlin,2024-06-19,15,4894
,2024-06-11,5,3825
,2024-07-29,,3433
,2024-06-27,30,3134
,2024-07-13,60,305
NYC,2024-07-11,5,3109
Berlin,2024-06-18,15,2584
Berlin,2024-07-11,15,1674
London,2024-06-08,60,1475
London,2024-07-04,30,1796
Bangalore,2024-06-14,15,1747
NYC,2024-07-10,15,4733
Bangalore,2024-06-20,30,2546
London,2024-07-17,60,1729
,2024-06-09,5,4883
Berlin,2024-06-13,30,3937
Berlin,2024-06-18,15,934
Bangalore,2024-07-10,5,4372
London,2024-07-22,30,3306
NYC,2024-06-12,,1557
,2024-07-08,30,2283
Bangalore,2024-07-10,30,110
,2024-07-07,15,788
Berlin,2024-07-01,5,1425
Berlin,2024-06-25,30,3598
Berlin,2024-06-28,15,1602
London,2024-06-17,15,2290
Berlin,2024-06-15,60,4607
NYC,2024-07-26,15,3288
Berlin,2024-07-03,15,2329
NYC,2024-07-30,30,1238
Berlin,2024-06-27,180,4574
Berlin,2024-06-29,30,1441
London,2024-07-23,15,749
Bangalore,2024-07-22,5,246
Berlin,2024-07-11,30,4846
,2024-06-19,15,964
Bangalore,2024-07-28,5,3773
NYC,2024-07-08,60,2315
,2024-06-26,15,4643
Berlin,2024-07-27,60,2829
,2024-07-13,5,3071
Bangalore,2024-06-24,180,552
,2024-06-04,15,3113
Bangalore,2024-07-16,15,4647
,2024-06-22,30,3966
Berlin,2024-07-23,5,3791
London,2024-07-17,30,1109
,2024-07-02,15,1211
NYC,2024-06-14,30,1780
Bangalore,2024-06-23,30,4745
Berlin,2024-06-14,60,3497
Bangalore,2024-06-27,30,2409
London,2024-07-14,60,2536
NYC,2024-06-14,15,3841
Bangalore,2024-07-19,30,2998
NYC,2024-06-28,5,3538
London,2024-06-02,5,728
,2024-07-20,15,3502
London,2024-07-30,60,3609
NYC,2024-06-10,60,2502
Bangalore,2024-07-11,30,2641
Berlin,2024-07-11,5,2299
Bangalore,2024-07-26,,4814
,2024-06-09,5,4790
London,2024-07-09,30,900
London,2024-07-02,30,4721
London,2024-06-05,180,2136
Bangalore,2024-06-02,5,4553
London,2024-06-07,15,543
NYC,2024-07-04,30,1492
Bangalore,2024-06-26,15,4243
NYC,2024-07-21,30,4267
Berlin,2024-07-20,15,785
NYC,2024-06-13,15,1135
,2024-06-22,30,2443
London,2024-06-05,180,3733
NYC,2024-06-19,60,851
NYC,2024-06-02,15,2278
,2024-06-16,5,536
Bangalore,2024-07-02,60,3113
Berlin,2024-07-14,60,2695
NYC,2024-07-27,15,4001
London,2024-07-12,15,3240
Berlin,2024-07-25,15,969
Berlin,2024-06-24,15,811
London,2024-06-22,5,2469
,2024-06-30,30,1553
London,2024-06-07,5,4566
Bangalore,2024-07-20,30,126
London,2024-07-02,5,790
London,2024-07-06,60,4327
,2024-06-26,30,4728
NYC,2024-06-26,15,1243
Berlin,2024-06-05,5,3020
,2024-06-01,15,2588
NYC,2024-06-20,30,2269
London,2024-07-02,15,594
,2024-06-21,30,4069
London,2024-07-04,30,2839
Bangalore,2024-06-27,180,2445
London,2024-07-09,15,420
Berlin,2024-06-23,15,2602
Berlin,2024-06-04,5,433
London,2024-07-28,30,3344
,2024-06-04,15,3433
,2024-07-06,5,2961
Berlin,2024-06-04,15,2200
London,2024-06-18,30,3878
Berlin,2024-06-13,15,3128
Bangalore,2024-06-25,30,229
Berlin,2024-06-08,,1684
Bangalore,2024-07-30,15,4543
Bangalore,2024-07-07,60,74
London,2024-06-01,5,2954
Berlin,2024-06-28,15,2181
NYC,2024-06-18,,1519
,2024-07-29,15,2134
London,2024-07-11,5,4638
,2024-07-10,60,1168
,2024-06-28,60,4984
,2024-06-04,15,3944
NYC,2024-06-18,30,436
Bangalore,2024-07-17,15,1653
London,2024-07-25,5,3189
NYC,2024-06-15,30,97
Berlin,2024-07-09,30,2988
Bangalore,2024-07-18,60,3278
NYC,2024-06-25,60,4541
NYC,2024-06-14,60,660
London,2024-07-22,30,1510
,2024-07-12,15,4064
Bangalore,2024-06-27,5,1328
NYC,2024-06-18,180,2529
London,2024-07-29,60,223
Berlin,2024-06-19,5,3129
Bangalore,2024-07-10,15,510
NYC,2024-07-03,30,1536
Bangalore,2024-06-26,15,4463
Berlin,2024-06-21,30,1302
,2024-06-28,60,4832
,2024-06-16,15,432
,2024-06-03,5,2942
,2024-06-09,15,749
London,2024-06-11,30,3765
NYC,2024-07-07,5,3691
Bangalore,2024-07-05,30,901
Bangalore,2024-06-16,30,834
,2024-07-16,30,1399
Bangalore,2024-07-05,30,3420
Bangalore,2024-06-19,30,3951
Bangalore,2024-07-16,30,3677
London,2024-07-17,5,4281
,2024-06-13,30,3954
London,2024-06-03,5,3075
NYC,2024-07-19,15,4586
London,2024-06-13,5,3995
London,2024-06-30,15,3538
,2024-06-08,30,1496
NYC,2024-06-20,15,1373
NYC,2024-06-06,60,2265
NYC,2024-06-16,30,4742
,2024-07-25,30,2266
London,2024-07-11,5,1628
Berlin,2024-07-10,30,3628
London,2024-06-22,180,436
NYC,2024-06-01,5,2618
London,2024-06-20,5,4849
Bangalore,2024-06-27,15,848
London,2024-06-21,60,3110
London,2024-07-12,5,1163
London,2024-06-27,30,3443
London,2024-07-04,15,836
Bangalore,2024-07-19,60,3658
Bangalore,2024-07-12,30,2468
NYC,2024-07-02,60,673
Berlin,2024-06-22,30,3532
,2024-06-17,5,2724
,2024-06-30,30,1634
,2024-06-13,60,3497
London,2024-07-29,5,4386
London,2024-07-04,30,2668
Berlin,2024-07-02,30,4483
Berlin,2024-07-13,30,1895
Berlin,2024-07-15,30,339
,2024-06-13,60,1511
NYC,2024-06-27,15,4528
London,2024-06-06,180,4101
London,2024-06-04,15,4482
,2024-06-28,180,169
,2024-07-28,15,2677
NYC,2024-06-04,5,3838
London,2024-07-14,15,3064
Bangalore,2024-07-06,30,4589
Berlin,2024-07-18,5,3485
Berlin,2024-06-25,15,3575
Berlin,2024-06-09,30,3222
Berlin,2024-07-06,5,4969
Berlin,2024-07-19,15,4680
Berlin,2024-06-07,30,2678
London,2024-07-13,30,3499
Berlin,2024-06-23,60,234
Berlin,2024-07-12,30,1847
NYC,2024-06-27,60,4341
London,2024-07-25,15,4358
NYC,2024-07-04,5,1088
,2024-07-25,30,2694
London,2024-07-18,60,2106
London,2024-06-20,,3616
London,2024-07-22,15,4436
,2024-07-12,60,1326
Bangalore,2024-07-19,5,3999
Berlin,2024-07-11,15,2369
Berlin,2024-06-24,5,4724
NYC,2024-06-25,60,719
London,2024-06-15,60,1017
,2024-06-03,15,1074
Berlin,2024-06-18,30,3407
NYC,2024-06-10,60,1283
Berlin,2024-07-14,30,2231
London,2024-06-19,60,2994
NYC,2024-06-30,15,1910
NYC,2024-07-27,15,4700
London,2024-07-26,180,4313
NYC,2024-06-06,30,2729
London,2024-06-21,15,2399
Berlin,2024-06-09,30,3777
NYC,2024-06-07,15,4477
Bangalore,2024-07-30,15,4377
London,2024-07-10,15,4041
NYC,2024-06-03,15,194
Bangalore,2024-06-26,60,2955
,2024-06-26,15,3570
Bangalore,2024-07-22,15,2495
Berlin,2024-06-15,15,1694
NYC,2024-07-26,15,1168
Bangalore,2024-07-04,30,2210
,2024-06-07,180,3827
Berlin,2024-06-02,5,3217
,2024-07-11,15,1004
London,2024-06-01,15,3384
London,2024-06-17,15,3782
,2024-07-12,5,1165
Berlin,2024-06-16,30,4157
London,2024-06-03,30,2234
London,2024-07-03,5,4816
London,2024-06-28,60,2184
London,2024-06-15,5,750
Bangalore,2024-07-01,30,4001
,2024-06-10,5,2176
London,2024-06-11,5,3021
Bangalore,2024-06-27,15,802
London,2024-07-30,5,1051
NYC,2024-06-30,15,3860
Bangalore,2024-07-04,60,2107
Berlin,2024-06-06,5,216
Bangalore,2024-07-14,30,3904
NYC,2024-06-21,180,2498
Berlin,2024-06-25,30,4923
,2024-06-25,5,2235
London,2024-06-09,30,4929
NYC,2024-07-14,60,3315
Bangalore,2024-07-08,30,91
Bangalore,2024-07-26,30,748
,2024-06-23,30,3969
Berlin,2024-06-16,15,3395
Bangalore,2024-06-22,15,3407
Berlin,2024-06-21,15,4310
Berlin,2024-07-18,60,4133
Bangalore,2024-06-29,5,1029
Bangalore,2024-06-03,15,4187
Bangalore,2024-06-28,15,3290
,2024-07-18,180,3739
Bangalore,2024-07-07,30,555
NYC,2024-06-24,30,784
Berlin,2024-06-19,15,1686
Berlin,2024-07-10,180,4793
Bangalore,2024-06-07,5,3860
NYC,2024-07-26,5,248
NYC,2024-06-19,15,3953
Berlin,2024-06-11,15,3690
NYC,2024-07-06,5,3631
Bangalore,2024-07-03,15,1846
London,2024-07-29,60,2632
Berlin,2024-06-06,30,1345
,2024-06-29,30,4932
NYC,2024-07-17,5,1729
London,2024-07-02,60,1112
Berlin,2024-07-28,15,1925
,2024-06-03,5,3627
,2024-06-18,5,2749
Bangalore,2024-06-08,15,4160
Berlin,2024-07-09,,976
Berlin,2024-06-06,180,4945
London,2024-07-10,15,3873
NYC,2024-06-19,30,2539
Bangalore,2024-06-30,30,4492
Berlin,2024-06-07,5,706
,2024-07-30,5,95
NYC,2024-07-02,60,3731
Bangalore,2024-07-03,15,3413
Berlin,2024-07-10,30,3813
NYC,2024-06-25,60,2069
,2024-07-04,15,1894
,2024-07-22,30,2201
NYC,2024-06-10,5,4859
London,2024-06-28,30,3794
Bangalore,2024-07-13,180,4355
NYC,2024-06-24,15,324
,2024-06-30,30,2300
Berlin,2024-07-03,5,2978
Berlin,2024-07-27,15,557
Berlin,2024-06-20,15,4418
Bangalore,2024-06-07,60,2282
,2024-06-21,60,2550
Bangalore,2024-07-05,5,2835
NYC,2024-07-24,60,3429
Berlin,2024-07-14,30,2171
Berlin,2024-07-07,15,4873
,2024-07-05,30,4028
Bangalore,2024-07-15,5,4644
NYC,2024-06-12,30,4767
London,2024-06-15,30,4380
Bangalore,2024-06-27,5,3772
London,2024-06-24,15,2164
London,2024-07-06,15,3375
NYC,2024-06-22,180,4852
NYC,2024-07-06,30,829
,2024-07-29,60,3736
Bangalore,2024-07-30,60,3662
Bangalore,2024-07-30,30,2267
,2024-07-10,60,327
London,2024-07-14,5,2490
London,2024-06-24,60,1043
NYC,2024-06-23,180,772
Bangalore,2024-07-25,5,2124
London,2024-07-30,30,2401
,2024-06-09,5,2836
Bangalore,2024-07-23,15,1152
London,2024-07-18,30,1611
London,2024-07-20,30,2682
London,2024-07-19,5,1678
Berlin,2024-06-11,30,4841
Bangalore,2024-06-16,60,861
Berlin,2024-06-09,15,3435
London,2024-07-14,60,2790
London,2024-07-11,15,4229
,2024-06-11,60,4561
Bangalore,2024-07-23,5,624
Berlin,2024-07-03,30,4347
NYC,2024-06-21,30,1806
NYC,2024-06-06,15,4941
Berlin,2024-07-29,5,4658
NYC,2024-07-07,60,3697
,2024-06-11,30,4134
NYC,2024-07-24,15,4751
NYC,2024-06-22,30,2298
NYC,2024-06-24,30,360
London,2024-06-30,30,1627
NYC,2024-07-24,60,1048
Berlin,2024-07-29,60,4761
,2024-07-19,15,2582
Bangalore,2024-06-02,30,4163
London,2024-07-21,30,3195
Berlin,2024-07-13,60,2875
Berlin,2024-07-27,15,1513
Berlin,2024-07-28,15,3083
NYC,2024-07-09,5,688
,2024-06-01,15,69
Berlin,2024-07-08,30,3737
Bangalore,2024-06-22,,4647
,2024-06-25,30,1335
Berlin,2024-06-15,30,657
,2024-07-21,60,2086
Bangalore,2024-07-04,30,2007
London,2024-06-23,30,3116
,2024-07-15,30,1359
London,2024-06-01,5,4493
London,2024-07-12,5,904
,2024-06-12,5,2887
Bangalore,2024-06-02,30,4018
Bangalore,2024-06-24,5,1215
Berlin,2024-07-13,30,3710
NYC,2024-07-15,5,4785
Berlin,2024-07-17,5,676
,2024-07-24,15,3984
Bangalore,2024-06-07,15,1770
,2024-06-26,15,491
Berlin,2024-07-05,30,585
London,2024-06-06,5,1245
,2024-06-27,30,3043
Berlin,2024-07-11,15,2509
Berlin,2024-07-27,15,861
NYC,2024-06-20,5,4805
,2024-06-27,5,1286
Berlin,2024-07-18,5,1578
Berlin,2024-06-29,15,2878
Bangalore,2024-06-15,30,1755
Berlin,2024-07-28,15,3791
Berlin,2024-06-26,15,1404
Bangalore,2024-07-17,30,2441
,2024-06-18,5,2001
London,2024-06-08,15,4924
NYC,2024-06-12,30,4133
Bangalore,2024-07-07,15,2466
NYC,2024-06-12,5,3581
Bangalore,2024-07-06,5,1238
,2024-06-08,15,1110
Berlin,2024-06-29,15,995
London,2024-07-10,15,4056
Bangalore,2024-06-20,15,3571
Bangalore,2024-07-30,5,1334
London,2024-06-28,30,4123
London,2024-07-30,30,2099
London,2024-06-20,15,191
London,2024-06-17,60,3385
London,2024-06-05,15,2470
Bangalore,2024-07-16,5,4623
Berlin,2024-07-17,15,2745
,2024-07-11,5,3654
London,2024-07-09,5,1822
Bangalore,2024-06-26,60,4622
Berlin,2024-07-13,30,4953
,2024-07-06,15,1906
Berlin,2024-07-19,60,3487
,2024-06-30,180,655
London,2024-07-06,5,1479
London,2024-07-10,5,2600
Berlin,2024-06-10,30,3850
,2024-07-05,5,4952
London,2024-07-19,5,2776
Berlin,2024-06-20,5,3700
NYC,2024-07-16,30,3375
Bangalore,2024-07-27,60,4651
Berlin,2024-06-18,60,1360
Berlin,2024-06-08,5,930
,2024-07-08,15,4371
NYC,2024-06-30,15,1415
NYC,2024-06-04,60,4860
London,2024-07-02,15,4394
Bangalore,2024-07-19,5,1162
London,2024-06-21,60,981
Berlin,2024-06-28,60,3411
,2024-07-25,30,4568
NYC,2024-07-17,60,2394
,2024-07-16,30,1154
,2024-06-04,,2954
Bangalore,2024-07-09,15,2909
NYC,2024-07-16,15,2698
,2024-06-08,15,3090
Bangalore,2024-06-06,15,2497
Berlin,2024-06-29,30,1814
,2024-07-29,15,2585
Bangalore,2024-07-26,30,1436
London,2024-06-04,15,237
Bangalore,2024-07-10,15,3282
Berlin,2024-06-01,5,3871
London,2024-07-07,15,1562
,2024-07-19,30,2258
NYC,2024-07-20,5,565
London,2024-06-16,15,2864
NYC,2024-06-22,15,3702
,2024-07-10,5,3345
NYC,2024-06-06,5,1004
Bangalore,2024-07-06,180,4977
London,2024-06-23,60,3117
Bangalore,2024-07-06,5,861
,2024-06-26,30,3398
NYC,2024-07-23,60,2878
Berlin,2024-07-26,30,423
London,2024-07-05,15,716
Berlin,2024-07-26,30,2165
Bangalore,2024-07-04,60,1689
Berlin,2024-06-26,30,2366
London,2024-07-15,180,4103
NYC,2024-06-15,60,839
NYC,2024-06-28,15,4258
NYC,2024-06-24,5,3803
NYC,2024-07-30,30,343
,2024-07-12,15,3129
Berlin,2024-06-07,5,3323
NYC,2024-07-05,30,3506
NYC,2024-07-05,30,1032
NYC,2024-07-19,60,4344
London,2024-06-03,180,3313
Berlin,2024-06-18,15,1042
London,2024-07-18,5,526
NYC,2024-07-19,180,3206
Berlin,2024-07-15,5,2167
Bangalore,2024-07-01,60,3996
,2024-07-18,60,1916
London,2024-07-17,15,2191
London,2024-06-14,15,2640
Bangalore,2024-07-24,30,3670
,2024-06-02,30,82
London,2024-06-05,15,3077
Berlin,2024-07-28,15,3632
Bangalore,2024-07-01,5,2780
Berlin,2024-06-25,15,3920
,2024-06-12,15,2157
Bangalore,2024-07-23,15,4404
Berlin,2024-07-18,180,92
Bangalore,2024-07-17,5,4927
Berlin,2024-07-03,5,3115
,2024-06-26,30,4297
,2024-06-11,30,2265
,2024-06-23,60,3694
,2024-06-05,60,4735
London,2024-06-23,60,3226
Bangalore,2024-07-06,30,762
Berlin,2024-06-21,5,1684
Bangalore,2024-06-13,5,356
NYC,2024-06-03,15,2666
,2024-07-03,5,1071
NYC,2024-07-20,15,2854
NYC,2024-06-07,5,2013
NYC,2024-07-07,180,1447
NYC,2024-06-23,5,2393
Bangalore,2024-07-05,30,3815
London,2024-06-06,30,1493
NYC,2024-07-27,30,4297
,2024-06-07,5,4826
London,2024-06-06,5,3205
,2024-06-22,15,3846
NYC,2024-06-21,15,2176
Bangalore,2024-07-24,15,4946
Berlin,2024-06-28,30,4445
London,2024-07-14,5,2667
NYC,2024-07-14,15,454
London,2024-06-26,60,2992
London,2024-06-30,15,3125
,2024-06-13,5,4073
Bangalore,2024-06-13,30,3552
NYC,2024-07-07,15,600
,2024-06-25,30,63
NYC,2024-06-09,30,598
,2024-07-19,5,3697
Bangalore,2024-06-22,5,2671
London,2024-06-19,60,3597
Bangalore,2024-06-20,5,2819
,2024-06-28,15,980
,2024-07-25,180,2376
,2024-06-23,15,1752
Bangalore,2024-06-15,30,445
London,2024-06-26,30,3332
Bangalore,2024-07-22,15,2692
,2024-07-18,5,3070
Bangalore,2024-07-07,15,3611
Berlin,2024-06-10,15,1606
,2024-06-18,15,3634
Berlin,2024-06-08,30,3037
NYC,2024-07-24,,2219
Bangalore,2024-07-08,15,633
,2024-07-12,15,2858
Berlin,2024-06-30,15,2082
London,2024-07-02,5,3422
,2024-06-18,60,1916
Bangalore,2024-06-28,5,4184
,2024-07-08,30,3936
London,2024-07-02,30,2395
NYC,2024-07-18,5,2034
Bangalore,2024-06-04,5,2332
Bangalore,2024-06-23,5,2172
London,2024-07-24,15,4245
Bangalore,2024-07-10,5,878
London,2024-07-05,15,2739
London,2024-07-03,15,3004
London,2024-07-14,5,1606
Berlin,2024-06-24,15,2632
Bangalore,2024-07-08,30,4081
NYC,2024-07-17,5,3933
NYC,2024-07-04,5,758
Berlin,2024-07-07,5,804
Bangalore,2024-06-12,15,2457
NYC,2024-06-08,180,1681
NYC,2024-06-26,5,3881
Berlin,2024-06-06,60,314
,2024-06-16,15,3600
Berlin,2024-07-08,30,3494
NYC,2024-07-07,15,2100
Berlin,2024-06-23,5,2732
Bangalore,2024-07-21,15,3820
NYC,2024-07-11,15,3559
Bangalore,2024-07-06,,218
,2024-07-27,30,2862
Bangalore,2024-06-04,30,1784
Berlin,2024-06-28,30,778
London,2024-07-08,30,2291
Bangalore,2024-06-09,30,1962
Bangalore,2024-06-19,15,4580
Bangalore,2024-07-17,30,4288
NYC,2024-07-12,30,1707
London,2024-06-15,5,1691
,2024-06-27,30,4003
Bangalore,2024-07-25,5,3203
Bangalore,2024-06-28,5,4256
,2024-06-15,30,1044
NYC,2024-07-16,60,2425
Berlin,2024-06-02,30,2547
Berlin,2024-07-12,15,1903
Bangalore,2024-07-22,15,4369
Berlin,2024-06-03,30,3682
Berlin,2024-06-08,5,1327
NYC,2024-07-18,60,3804
NYC,2024-07-19,15,3567
Bangalore,2024-07-18,5,1504
Berlin,2024-07-16,5,3280
NYC,2024-07-08,15,1139
NYC,2024-06-17,30,2032
Bangalore,2024-07-04,5,860
Berlin,2024-06-04,15,3612
London,2024-07-05,15,3800
London,2024-06-26,15,3642
,2024-07-20,15,3565
Bangalore,2024-06-12,5,1847
Bangalore,2024-06-20,30,641
NYC,2024-07-27,60,1635
Berlin,2024-07-18,30,2722
Berlin,2024-07-14,15,1394
London,2024-06-14,5,1882
NYC,2024-06-04,30,466
Berlin,2024-07-18,30,4850
Berlin,2024-06-26,30,3262
Berlin,2024-07-01,30,442
London,2024-07-30,30,3191
NYC,2024-06-03,5,595
Bangalore,2024-07-15,15,2386
Bangalore,2024-06-19,5,4837
London,2024-07-08,15,3365
,2024-06-14,30,3114
NYC,2024-06-29,5,2401
London,2024-06-01,30,2836
,2024-07-03,15,4583
Berlin,2024-07-29,30,4458
NYC,2024-06-13,15,1243
,2024-06-07,30,2069
Bangalore,2024-07-15,15,2069
London,2024-06-16,30,4310
London,2024-06-05,30,541
Bangalore,2024-06-16,15,770
Bangalore,2024-06-26,5,3097
,2024-07-19,30,4778
,2024-07-08,30,574
London,2024-06-20,30,2915
London,2024-07-01,60,4791
NYC,2024-06-13,15,3116
,2024-07-25,30,3086
Berlin,2024-07-16,5,1090
Bangalore,2024-07-20,15,689
Berlin,2024-07-30,30,1326
Bangalore,2024-07-05,30,1993
,2024-06-13,30,1845
Berlin,2024-07-17,,2425
Berlin,2024-06-12,5,4600
Bangalore,2024-06-28,60,1959
NYC,2024-07-16,30,1947
Bangalore,2024-06-16,180,4307
London,2024-07-16,60,4164
Bangalore,2024-06-03,15,3229
Berlin,2024-07-20,30,1542
Berlin,2024-07-24,5,4972
NYC,2024-07-14,5,836
,2024-07-12,30,3398
NYC,2024-07-23,5,1562
Berlin,2024-07-08,30,4569
NYC,2024-07-12,60,2964
NYC,2024-06-03,15,747
NYC,2024-07-29,15,2656
Bangalore,2024-06-29,5,338
Bangalore,2024-06-11,15,2233
,2024-07-11,15,4992
Berlin,2024-07-26,60,4518
London,2024-06-28,30,1016
Bangalore,2024-06-25,30,3114
,2024-06-27,15,2166
Berlin,2024-07-27,15,2803
Bangalore,2024-06-26,5,4490
Berlin,2024-06-26,15,4132
,2024-06-30,5,2502
,2024-07-12,15,1387
London,2024-06-01,5,2418
NYC,2024-07-17,15,1213
Berlin,2024-06-14,15,463
NYC,2024-06-13,30,1010
Berlin,2024-06-28,60,1658
,2024-07-30,5,4474
Berlin,2024-06-25,15,3709
,2024-07-14,30,3022
London,2024-07-12,30,2869
Bangalore,2024-07-14,60,3980
NYC,2024-07-13,5,4703
,2024-07-30,15,822
Berlin,2024-07-13,30,4021
,2024-07-01,30,3179
,2024-06-03,15,3405
London,2024-07-13,,1666
London,2024-06-22,15,2086
,2024-07-08,5,2107
,2024-07-29,5,263
Bangalore,2024-06-25,30,4975
NYC,2024-06-09,15,4363
,2024-07-04,15,2578
NYC,2024-07-10,180,940
Berlin,2024-07-27,5,1688
Bangalore,2024-06-01,15,1350
Berlin,2024-07-06,15,4221
,2024-07-18,60,4161
Bangalore,2024-06-18,30,748
,2024-07-08,15,2140
NYC,2024-06-30,5,1210
NYC,2024-06-19,30,670
London,2024-06-28,15,4827
London,2024-06-20,30,4296
London,2024-06-18,30,1387
NYC,2024-06-03,15,2315
London,2024-06-14,30,3136
,2024-06-30,15,2602
Berlin,2024-07-17,5,2527
,2024-06-17,30,1101
Berlin,2024-07-02,15,2879
Berlin,2024-06-25,5,2833
Berlin,2024-07-13,5,3762
NYC,2024-07-16,5,2037
NYC,2024-06-12,15,1343
London,2024-06-26,15,998
London,2024-06-14,5,4737
,2024-07-16,15,2028
,2024-07-19,30,3133
,2024-07-01,,4091
,2024-06-18,30,221
Bangalore,2024-07-14,15,828
NYC,2024-07-09,30,3236
London,2024-06-13,5,3489
Bangalore,2024-06-06,30,3711
NYC,2024-07-21,15,3707
London,2024-06-29,5,969
Bangalore,2024-06-20,5,471
,2024-07-18,30,2868
London,2024-07-15,15,363
London,2024-06-24,30,3027
NYC,2024-07-06,15,2012
,2024-07-26,30,4053
NYC,2024-06-06,15,2169
Bangalore,2024-07-01,15,1519
Bangalore,2024-06-13,30,4980
NYC,2024-07-11,30,4358
Bangalore,2024-06-13,15,1732
,2024-06-05,180,763
Berlin,2024-06-16,30,3609
NYC,2024-06-30,60,899
,2024-06-26,30,4968
London,2024-06-17,30,1030
Bangalore,2024-06-12,60,993
Berlin,2024-07-06,15,2040
,2024-07-12,15,4453
Berlin,2024-07-21,60,1615
Berlin,2024-06-23,60,965
Berlin,2024-07-05,30,4208
NYC,2024-07-27,15,798
Bangalore,2024-07-28,15,2936
NYC,2024-07-20,15,622
Berlin,2024-06-11,60,479
Bangalore,2024-07-04,30,377
NYC,2024-07-16,60,539
London,2024-06-06,5,570
Berlin,2024-06-03,15,430
NYC,2024-06-01,15,3919
,2024-07-01,60,3718
Bangalore,2024-06-15,30,2627
Berlin,2024-06-27,30,3753
NYC,2024-06-25,5,1067
Bangalore,2024-07-17,60,2881
Bangalore,2024-07-03,30,868
NYC,2024-06-19,5,3025
London,2024-07-19,15,3785
London,2024-07-28,180,2555
Bangalore,2024-06-15,60,4272
London,2024-06-05,60,2835
NYC,2024-06-29,5,3775
Bangalore,2024-06-19,5,4073
Bangalore,2024-06-06,15,992
NYC,2024-07-09,60,3798
London,2024-06-08,15,4871
Berlin,2024-06-12,15,2816
Bangalore,2024-06-29,15,4813
London,2024-07-17,15,934
,2024-06-29,5,4261
Bangalore,2024-06-11,5,3935
NYC,2024-06-20,15,3545
London,2024-06-11,5,246
Berlin,2024-07-18,30,975
Bangalore,2024-07-25,30,3895
Berlin,2024-07-15,60,3098
NYC,2024-06-14,15,2292
,2024-06-16,15,3500
,2024-07-11,15,1824
Bangalore,2024-06-03,60,3280
NYC,2024-07-07,15,2607
Bangalore,2024-06-25,30,3334
NYC,2024-07-19,30,2803
NYC,2024-07-12,180,1731
,2024-06-29,15,2283
,2024-07-16,5,3802
Berlin,2024-07-10,15,1521
Berlin,2024-07-21,30,967
,2024-06-20,60,1902
Bangalore,2024-06-26,60,2222
London,2024-06-09,5,3270
London,2024-07-12,15,4963
Berlin,2024-07-02,15,2758
Berlin,2024-06-04,30,836
London,2024-07-23,5,3105
London,2024-07-28,30,1844
,2024-07-14,5,1018
Bangalore,2024-06-22,30,1904
,2024-06-07,5,3803
NYC,2024-06-07,180,946
,2024-07-15,15,3854
NYC,2024-06-13,30,4807
NYC,2024-07-02,15,3150
Bangalore,2024-06-02,5,3681
NYC,2024-06-01,180,1428
