hospital_id,reporting_year,total_discharges,readmissions
230,2023,406.0,164
207,2023,265.0,151
200,2023,481.0,161
224,2024,385.0,0
216,2024,254.0,20
229,2022,75.0,198
223,2023,184.0,171
230,2023,93.0,167
250,2022,191.0,107
251,2022,101.0,78
258,2023,209.0,77
212,2024,410.0,93
257,2022,252.0,51
254,2023,465.0,0
214,2023,124.0,180
225,2023,389.0,66
231,2022,234.0,160
244,2022,101.0,10
234,2022,467.0,86
215,2023,288.0,168
208,2022,163.0,88
218,2023,238.0,67
239,2024,111.0,48
239,2024,295.0,187
245,2024,263.0,173
250,2022,381.0,15
244,2023,408.0,33
202,2022,208.0,23
225,2024,462.0,125
236,2023,336.0,7
207,2024,61.0,118
205,2023,340.0,67
204,2022,362.0,157
220,2023,218.0,52
226,2024,76.0,52
243,2023,448.0,192
237,2023,376.0,154
207,2024,469.0,12
221,2024,415.0,134
222,2024,457.0,154
224,2024,387.0,163
206,2023,457.0,66
213,2023,125.0,107
240,2024,205.0,55
257,2023,124.0,81
228,2024,308.0,13
216,2023,406.0,128
250,2022,52.0,38
205,2023,334.0,18
231,2024,465.0,66
218,2022,103.0,85
226,2022,471.0,174
229,2024,272.0,178
249,2024,489.0,192
252,2023,370.0,134
232,2023,278.0,46
236,2022,198.0,6
244,2023,287.0,72
210,2023,90.0,116
255,2023,283.0,111
240,2022,69.0,57
209,2023,295.0,107
228,2023,109.0,95
221,2024,252.0,183
219,2022,492.0,79
218,2024,232.0,68
223,2022,308.0,161
227,2024,173.0,175
201,2024,423.0,95
239,2024,319.0,165
254,2024,350.0,167
217,2023,158.0,82
217,2023,400.0,96
201,2023,276.0,156
246,2024,237.0,119
248,2022,226.0,164
254,2022,442.0,134
255,2024,487.0,79
222,2024,375.0,38
246,2023,398.0,100
251,2024,357.0,145
258,2023,112.0,137
214,2023,294.0,183
259,2024,229.0,22
224,2022,71.0,86
244,2022,360.0,183
217,2024,162.0,160
220,2023,159.0,172
246,2023,52.0,105
231,2022,307.0,75
249,2023,236.0,122
218,2022,77.0,161
217,2024,470.0,133
223,2024,297.0,119
246,2023,58.0,137
241,2024,239.0,66
229,2024,337.0,165
228,2023,124.0,91
253,2023,151.0,78
220,2022,340.0,171
220,2024,96.0,8
247,2024,451.0,195
240,2023,85.0,101
201,2024,196.0,113
244,2022,172.0,157
200,2022,202.0,61
221,2023,479.0,32
255,2024,365.0,139
239,2022,170.0,118
237,2024,281.0,191
218,2023,144.0,75
218,2023,72.0,162
201,2024,427.0,101
228,2022,164.0,61
249,2023,204.0,116
249,2024,212.0,144
222,2024,126.0,33
246,2022,488.0,82
257,2023,341.0,188
256,2024,265.0,83
257,2023,146.0,61
247,2023,418.0,101
226,2023,248.0,94
244,2024,186.0,9
222,2024,419.0,177
227,2022,70.0,118
255,2022,209.0,71
227,2023,371.0,51
259,2024,349.0,134
204,2023,170.0,169
217,2024,242.0,56
229,2024,385.0,160
223,2023,264.0,181
236,2022,192.0,182
215,2024,204.0,8
228,2023,65.0,172
229,2022,351.0,37
224,2022,408.0,146
237,2024,249.0,97
238,2023,481.0,43
200,2022,114.0,61
239,2024,68.0,140
238,2023,139.0,34
254,2024,86.0,48
238,2023,235.0,40
230,2024,488.0,54
238,2024,358.0,142
230,2023,96.0,99
258,2024,180.0,95
232,2023,137.0,141
211,2022,391.0,186
224,2022,111.0,173
254,2024,178.0,77
222,2023,88.0,27
242,2022,378.0,186
247,2023,210.0,98
227,2022,328.0,165
232,2023,211.0,39
237,2023,98.0,178
225,2022,174.0,68
223,2022,482.0,136
204,2024,276.0,138
243,2023,354.0,111
259,2024,443.0,19
216,2022,401.0,33
244,2022,371.0,68
236,2023,120.0,120
214,2023,372.0,160
201,2022,296.0,155
233,2024,88.0,180
219,2023,475.0,163
229,2023,149.0,40
215,2024,50.0,157
243,2022,223.0,26
258,2022,213.0,177
203,2022,429.0,138
230,2022,221.0,144
225,2024,80.0,121
254,2022,146.0,177
240,2023,159.0,107
258,2023,235.0,31
211,2023,437.0,22
201,2024,102.0,172
207,2024,152.0,17
213,2023,398.0,149
223,2022,234.0,27
242,2022,250.0,48
239,2022,127.0,41
240,2022,297.0,14
224,2023,483.0,19
257,2022,310.0,159
206,2024,357.0,55
231,2022,450.0,199
252,2022,81.0,52
222,2023,183.0,170
245,2022,142.0,81
238,2023,430.0,99
225,2023,397.0,114
241,2022,494.0,86
206,2023,443.0,21
255,2024,456.0,97
246,2023,418.0,147
249,2023,230.0,128
244,2022,366.0,107
203,2022,196.0,178
243,2023,181.0,56
224,2024,479.0,41
251,2024,209.0,51
217,2023,389.0,76
206,2023,351.0,25
221,2023,111.0,190
203,2023,397.0,188
228,2022,359.0,87
223,2023,429.0,113
253,2023,405.0,189
239,2024,264.0,66
251,2023,372.0,188
249,2023,329.0,45
259,2023,115.0,176
237,2023,67.0,126
240,2023,290.0,151
211,2024,145.0,45
208,2022,97.0,126
214,2022,479.0,56
258,2024,97.0,71
212,2023,367.0,141
256,2024,289.0,129
229,2023,271.0,133
234,2022,279.0,75
234,2022,204.0,60
225,2022,111.0,163
218,2023,151.0,89
220,2023,430.0,195
220,2024,407.0,29
212,2023,383.0,123
220,2023,370.0,47
223,2022,357.0,15
225,2023,50.0,63
243,2024,483.0,119
255,2024,89.0,7
230,2022,121.0,95
229,2023,194.0,162
223,2022,50.0,23
231,2022,127.0,30
229,2024,254.0,108
256,2022,463.0,102
225,2022,254.0,161
237,2024,372.0,132
217,2022,71.0,141
240,2022,340.0,36
253,2023,361.0,99
248,2023,431.0,80
259,2023,447.0,147
211,2023,281.0,64
220,2024,94.0,143
222,2024,391.0,106
227,2023,338.0,86
259,2022,445.0,138
216,2022,457.0,112
214,2022,246.0,67
222,2023,490.0,111
258,2022,442.0,171
252,2024,179.0,94
252,2023,364.0,188
233,2023,400.0,30
227,2022,287.0,68
203,2023,334.0,60
240,2022,270.0,136
211,2023,360.0,49
201,2022,399.0,145
224,2022,199.0,14
223,2022,424.0,23
230,2022,262.0,94
203,2022,154.0,174
243,2024,226.0,198
233,2024,445.0,122
205,2022,248.0,33
230,2024,266.0,22
238,2022,441.0,147
249,2022,65.0,44
223,2024,217.0,118
224,2024,222.0,35
204,2022,113.0,45
253,2024,240.0,136
253,2023,228.0,13
209,2024,286.0,170
217,2022,59.0,76
228,2023,125.0,188
210,2024,263.0,80
248,2024,170.0,149
229,2024,222.0,132
242,2024,390.0,99
204,2024,105.0,58
205,2022,279.0,31
213,2024,122.0,108
215,2023,261.0,34
259,2024,62.0,3
213,2024,113.0,81
232,2022,164.0,46
255,2022,265.0,102
236,2023,207.0,72
204,2022,357.0,77
239,2023,163.0,181
213,2024,103.0,187
239,2022,362.0,105
208,2024,67.0,50
226,2024,74.0,87
251,2022,230.0,140
202,2022,325.0,162
209,2022,60.0,15
247,2024,217.0,67
210,2022,456.0,2
233,2023,139.0,61
200,2023,136.0,78
209,2022,475.0,30
252,2023,224.0,128
205,2022,105.0,61
207,2024,338.0,0
230,2023,266.0,160
205,2023,147.0,89
230,2023,331.0,169
233,2023,408.0,192
239,2023,374.0,143
252,2024,78.0,164
228,2023,414.0,51
202,2022,365.0,34
221,2023,470.0,71
211,2022,202.0,174
237,2022,156.0,98
218,2024,221.0,114
206,2023,467.0,129
222,2024,170.0,171
254,2023,61.0,180
255,2023,398.0,81
258,2024,88.0,73
254,2024,196.0,137
212,2022,196.0,172
203,2022,78.0,75
220,2022,243.0,102
213,2024,139.0,185
235,2023,406.0,151
249,2022,417.0,21
206,2024,292.0,40
212,2022,275.0,4
234,2023,271.0,85
248,2024,381.0,131
232,2024,69.0,109
256,2023,490.0,186
210,2024,402.0,21
250,2024,314.0,59
238,2024,51.0,69
224,2022,205.0,109
245,2023,83.0,115
238,2022,326.0,10
258,2023,388.0,173
223,2024,255.0,168
221,2023,386.0,134
242,2024,489.0,23
250,2024,438.0,135
247,2023,390.0,11
248,2024,327.0,137
257,2022,236.0,138
245,2023,473.0,147
255,2023,133.0,43
221,2023,240.0,22
214,2024,465.0,21
217,2022,350.0,172
243,2023,388.0,21
244,2024,269.0,38
231,2022,82.0,40
257,2024,340.0,55
255,2024,351.0,66
235,2022,176.0,123
209,2024,411.0,34
208,2022,213.0,15
243,2023,413.0,145
224,2023,239.0,140
256,2022,132.0,21
203,2024,267.0,8
237,2023,405.0,69
245,2022,412.0,110
235,2022,75.0,136
257,2024,184.0,17
241,2024,392.0,191
236,2023,182.0,37
238,2023,422.0,50
206,2023,264.0,57
241,2024,465.0,21
253,2023,384.0,96
259,2022,130.0,183
225,2022,389.0,107
219,2023,490.0,28
244,2024,257.0,182
259,2023,161.0,120
246,2022,172.0,79
220,2023,495.0,131
204,2022,461.0,163
256,2024,430.0,31
229,2022,272.0,13
247,2023,171.0,17
258,2024,129.0,194
237,2024,177.0,197
235,2024,383.0,136
237,2023,123.0,25
222,2022,499.0,108
222,2023,274.0,114
257,2022,346.0,105
247,2024,135.0,175
250,2022,371.0,18
205,2024,241.0,69
242,2024,312.0,129
245,2024,474.0,27
222,2024,172.0,111
214,2023,176.0,195
200,2022,478.0,180
235,2023,477.0,41
238,2024,79.0,29
227,2022,471.0,17
209,2022,216.0,124
232,2022,196.0,136
245,2023,303.0,6
223,2022,480.0,99
205,2022,87.0,52
213,2022,450.0,112
253,2022,150.0,132
231,2024,128.0,42
218,2022,291.0,101
205,2024,151.0,196
219,2022,404.0,86
224,2022,309.0,140
219,2023,212.0,69
237,2023,434.0,174
210,2023,134.0,44
231,2022,159.0,105
228,2024,491.0,97
229,2023,455.0,1
228,2023,438.0,136
221,2022,237.0,149
210,2023,287.0,147
248,2022,85.0,73
219,2024,407.0,84
240,2022,442.0,187
213,2024,261.0,138
226,2024,415.0,116
257,2022,362.0,103
237,2022,411.0,20
259,2024,414.0,193
203,2023,133.0,52
206,2022,139.0,113
229,2022,181.0,149
209,2022,356.0,79
206,2024,472.0,23
204,2023,133.0,193
203,2022,155.0,94
246,2022,229.0,153
235,2023,252.0,198
214,2024,376.0,163
238,2022,360.0,36
237,2022,157.0,145
235,2024,80.0,154
250,2022,99.0,73
201,2024,441.0,94
214,2023,136.0,79
219,2023,417.0,18
254,2024,192.0,57
233,2024,114.0,35
212,2024,288.0,160
259,2023,315.0,60
224,2023,474.0,133
213,2022,137.0,79
240,2024,384.0,108
247,2024,418.0,3
253,2022,225.0,123
208,2022,198.0,136
248,2023,73.0,24
253,2022,200.0,150
234,2022,374.0,67
221,2024,338.0,56
204,2022,85.0,68
243,2024,458.0,25
236,2024,281.0,90
213,2024,235.0,3
216,2022,139.0,20
204,2022,371.0,152
212,2024,275.0,158
258,2023,336.0,123
253,2023,409.0,6
246,2024,477.0,90
230,2023,240.0,112
248,2022,222.0,114
209,2024,132.0,140
247,2022,170.0,54
222,2023,425.0,94
228,2023,227.0,195
215,2022,372.0,8
216,2023,248.0,57
206,2023,392.0,170
242,2022,278.0,108
213,2022,178.0,29
243,2022,291.0,111
208,2022,376.0,105
206,2023,391.0,195
213,2022,132.0,60
215,2024,399.0,66
259,2023,186.0,116
209,2023,148.0,181
259,2022,212.0,166
204,2023,190.0,156
250,2022,203.0,20
206,2023,222.0,11
221,2022,228.0,81
223,2023,397.0,196
239,2024,202.0,22
241,2022,105.0,144
258,2022,344.0,188
221,2024,180.0,100
254,2022,102.0,115
234,2023,466.0,158
245,2023,111.0,11
251,2023,275.0,175
254,2024,154.0,21
253,2024,244.0,102
202,2023,374.0,179
246,2024,437.0,4
241,2022,249.0,83
206,2024,364.0,79
218,2022,450.0,62
241,2023,455.0,5
245,2023,215.0,63
207,2023,265.0,57
222,2024,336.0,152
219,2023,354.0,124
232,2024,485.0,52
205,2023,418.0,127
214,2022,415.0,97
204,2024,266.0,124
213,2022,87.0,103
208,2022,302.0,19
225,2022,354.0,130
231,2023,267.0,191
230,2022,149.0,134
205,2022,460.0,2
200,2022,72.0,170
218,2024,389.0,44
214,2024,332.0,131
233,2024,130.0,161
218,2024,191.0,69
248,2024,180.0,171
210,2024,153.0,169
217,2024,76.0,185
223,2023,239.0,51
245,2024,301.0,195
250,2022,319.0,176
208,2023,269.0,139
210,2024,221.0,50
242,2024,74.0,84
203,2022,238.0,110
217,2022,252.0,134
243,2022,101.0,114
222,2023,189.0,189
240,2023,295.0,186
236,2023,467.0,39
200,2023,328.0,177
224,2022,452.0,109
208,2022,169.0,167
238,2022,277.0,24
200,2022,306.0,120
251,2022,242.0,5
216,2024,175.0,191
202,2022,182.0,98
222,2022,234.0,43
200,2024,199.0,0
223,2023,476.0,80
212,2022,307.0,132
257,2024,285.0,171
219,2024,440.0,57
219,2024,417.0,95
259,2024,326.0,145
211,2023,376.0,44
216,2023,108.0,185
220,2023,314.0,168
239,2022,169.0,162
223,2024,473.0,163
229,2022,122.0,41
222,2024,300.0,1
222,2024,164.0,17
255,2023,482.0,162
255,2023,445.0,21
246,2022,149.0,54
216,2024,122.0,68
201,2024,187.0,174
241,2022,162.0,151
223,2023,123.0,31
232,2024,285.0,97
256,2024,322.0,112
256,2024,279.0,138
244,2023,309.0,9
243,2023,113.0,114
214,2022,193.0,101
231,2023,354.0,170
241,2023,149.0,6
233,2022,204.0,47
259,2022,55.0,76
221,2024,153.0,150
230,2023,58.0,135
214,2022,363.0,99
219,2022,301.0,6
241,2024,81.0,9
222,2023,471.0,139
230,2024,79.0,164
201,2023,350.0,153
212,2022,419.0,4
241,2024,462.0,178
231,2023,269.0,174
248,2022,199.0,6
215,2024,336.0,35
214,2024,258.0,6
224,2022,177.0,166
211,2023,66.0,41
227,2023,418.0,99
240,2024,174.0,181
211,2022,103.0,5
256,2023,128.0,64
220,2023,352.0,1
211,2023,209.0,66
250,2024,205.0,102
253,2024,444.0,13
257,2024,472.0,88
248,2023,450.0,79
215,2022,381.0,127
209,2022,420.0,151
255,2022,420.0,40
209,2024,216.0,199
251,2023,293.0,53
201,2023,250.0,129
226,2022,202.0,124
251,2023,331.0,105
229,2022,373.0,89
232,2024,239.0,145
215,2022,196.0,17
209,2024,62.0,146
214,2023,334.0,164
225,2023,359.0,95
255,2024,288.0,88
214,2023,122.0,90
205,2024,219.0,148
216,2022,495.0,189
244,2024,281.0,148
200,2022,248.0,170
249,2023,248.0,94
222,2022,70.0,57
233,2022,314.0,34
234,2023,222.0,98
259,2023,460.0,143
242,2022,353.0,51
224,2024,390.0,30
200,2022,246.0,76
224,2023,182.0,137
237,2024,377.0,47
215,2022,320.0,68
246,2023,126.0,63
240,2024,146.0,110
211,2023,221.0,48
209,2024,428.0,3
226,2022,480.0,167
255,2024,81.0,75
238,2024,85.0,187
241,2022,226.0,40
206,2024,486.0,46
205,2022,456.0,170
244,2023,467.0,63
210,2023,195.0,142
223,2023,445.0,28
256,2022,392.0,157
239,2022,431.0,28
224,2022,179.0,91
236,2022,285.0,33
202,2023,204.0,190
203,2022,227.0,139
203,2023,464.0,152
256,2024,481.0,135
240,2024,391.0,116
200,2023,118.0,119
229,2024,194.0,117
214,2023,92.0,95
244,2022,195.0,87
230,2023,304.0,132
236,2022,243.0,146
249,2024,336.0,74
204,2023,112.0,80
242,2022,333.0,155
220,2023,244.0,23
234,2023,442.0,165
203,2023,146.0,30
206,2024,77.0,198
257,2022,297.0,47
228,2024,451.0,130
235,2022,192.0,2
234,2023,310.0,174
231,2024,346.0,116
241,2022,159.0,165
251,2022,268.0,28
210,2024,125.0,107
249,2022,251.0,44
232,2022,250.0,148
252,2023,305.0,176
240,2022,422.0,176
256,2022,371.0,79
216,2024,378.0,74
211,2022,416.0,101
200,2023,169.0,25
255,2024,228.0,29
222,2024,176.0,102
206,2022,193.0,86
213,2024,242.0,123
240,2024,291.0,27
243,2024,106.0,149
252,2023,470.0,127
239,2023,216.0,155
206,2022,114.0,191
213,2023,482.0,146
233,2022,96.0,174
201,2024,473.0,83
219,2023,447.0,101
216,2023,345.0,174
209,2023,353.0,83
252,2023,285.0,47
204,2024,465.0,1
232,2024,344.0,22
236,2023,150.0,84
235,2024,210.0,132
243,2024,463.0,71
245,2024,169.0,42
257,2022,203.0,121
210,2023,92.0,100
220,2022,488.0,141
203,2022,93.0,27
224,2024,127.0,73
240,2022,381.0,5
234,2024,157.0,19
234,2024,436.0,67
234,2022,56.0,109
238,2023,390.0,194
232,2023,107.0,30
212,2024,396.0,177
203,2022,443.0,42
256,2023,59.0,88
243,2022,277.0,88
239,2022,219.0,139
250,2022,83.0,47
255,2024,259.0,116
237,2024,203.0,27
241,2024,365.0,120
244,2023,179.0,38
229,2022,250.0,136
226,2024,94.0,160
234,2022,54.0,170
227,2022,75.0,0
240,2024,282.0,80
241,2023,384.0,87
244,2024,458.0,137
247,2022,331.0,145
254,2022,141.0,8
207,2023,264.0,12
225,2024,134.0,42
242,2022,71.0,97
233,2022,452.0,131
250,2022,315.0,42
228,2022,91.0,158
254,2024,208.0,24
201,2024,208.0,75
205,2024,404.0,84
247,2024,299.0,16
215,2024,380.0,193
206,2023,386.0,155
210,2024,274.0,13
258,2022,263.0,115
215,2024,412.0,67
205,2023,469.0,68
236,2022,289.0,112
208,2023,499.0,12
202,2022,337.0,84
252,2022,116.0,13
228,2024,425.0,145
252,2023,407.0,136
207,2023,240.0,89
239,2022,419.0,43
216,2024,328.0,26
237,2022,99.0,168
243,2023,370.0,55
205,2022,246.0,93
246,2024,221.0,43
210,2023,235.0,9
209,2022,234.0,159
201,2024,214.0,69
252,2023,498.0,25
228,2024,67.0,40
205,2022,421.0,45
250,2023,438.0,13
248,2024,148.0,44
208,2023,167.0,153
201,2022,295.0,99
203,2022,145.0,6
256,2024,459.0,164
240,2023,338.0,177
239,2022,347.0,193
229,2024,265.0,28
203,2024,204.0,105
200,2024,487.0,119
242,2023,260.0,118
210,2022,131.0,182
206,2022,128.0,8
217,2023,140.0,158
207,2022,170.0,119
229,2024,329.0,98
214,2024,431.0,92
257,2023,308.0,145
209,2024,216.0,179
245,2022,376.0,157
258,2022,445.0,76
201,2023,82.0,138
241,2024,327.0,24
250,2022,468.0,153
214,2022,319.0,137
221,2022,459.0,116
251,2024,430.0,76
233,2022,359.0,159
248,2024,474.0,98
202,2022,478.0,53
203,2024,80.0,24
224,2022,118.0,156
256,2024,148.0,162
204,2023,450.0,51
211,2023,493.0,115
252,2023,145.0,123
254,2022,420.0,139
223,2024,181.0,175
218,2022,315.0,6
231,2024,271.0,198
211,2024,168.0,84
236,2022,406.0,52
254,2024,186.0,80
246,2023,238.0,67
226,2022,267.0,172
217,2023,455.0,112
224,2023,198.0,32
250,2023,176.0,199
222,2022,289.0,184
259,2023,328.0,17
256,2022,110.0,143
256,2022,445.0,94
202,2023,144.0,47
201,2024,427.0,40
210,2024,450.0,80
245,2022,409.0,62
252,2023,488.0,156
236,2022,414.0,16
229,2024,326.0,25
212,2022,487.0,78
239,2022,96.0,158
205,2024,218.0,167
211,2023,146.0,48
238,2024,192.0,135
242,2023,273.0,176
207,2023,364.0,191
208,2024,448.0,172
203,2022,78.0,167
236,2022,60.0,124
235,2024,78.0,1
231,2023,282.0,180
256,2024,420.0,54
211,2022,135.0,151
217,2022,259.0,155
230,2023,394.0,5
246,2024,390.0,167
239,2022,163.0,194
242,2024,300.0,118
245,2024,105.0,193
238,2024,269.0,9
228,2023,230.0,2
247,2022,52.0,138
254,2023,62.0,110
239,2022,471.0,152
228,2022,375.0,65
226,2024,316.0,136
210,2024,425.0,188
232,2022,456.0,186
248,2024,105.0,93
238,2024,450.0,128
217,2024,314.0,150
243,2023,172.0,128
219,2023,427.0,10
227,2022,388.0,28
221,2024,276.0,102
231,2024,205.0,6
220,2024,287.0,165
236,2023,128.0,3
226,2022,324.0,9
237,2024,402.0,53
225,2023,269.0,157
222,2023,309.0,9
233,2024,480.0,181
211,2024,352.0,115
210,2023,464.0,40
235,2023,404.0,6
231,2022,438.0,183
238,2023,173.0,19
236,2023,338.0,5
242,2022,353.0,85
259,2023,209.0,15
215,2023,431.0,15
241,2022,161.0,97
230,2022,384.0,150
240,2024,492.0,2
205,2023,150.0,85
212,2024,275.0,27
235,2022,497.0,146
210,2023,96.0,101
210,2022,186.0,57
259,2023,410.0,188
247,2024,212.0,105
257,2023,96.0,167
219,2022,137.0,84
228,2023,387.0,130
218,2024,322.0,32
229,2024,434.0,135
205,2024,104.0,166
255,2022,316.0,169
216,2023,82.0,27
217,2023,489.0,156
235,2022,369.0,19
254,2024,107.0,179
259,2022,157.0,80
217,2023,453.0,77
242,2023,323.0,163
211,2023,383.0,20
241,2023,222.0,36
259,2023,172.0,105
255,2024,92.0,17
202,2022,197.0,17
246,2024,362.0,196
217,2023,259.0,75
215,2024,294.0,111
238,2022,460.0,55
242,2023,323.0,193
227,2024,194.0,1
241,2022,365.0,20
208,2024,138.0,15
219,2024,310.0,163
217,2022,439.0,98
224,2023,423.0,83
257,2024,405.0,33
220,2023,274.0,97
244,2022,320.0,19
225,2023,88.0,75
222,2024,216.0,114
209,2024,393.0,150
252,2022,198.0,32
243,2024,279.0,134
212,2024,318.0,50
252,2022,334.0,172
253,2023,403.0,195
236,2023,310.0,47
255,2023,244.0,113
258,2023,326.0,126
211,2024,186.0,78
258,2023,244.0,74
235,2022,221.0,68
202,2022,239.0,191
213,2023,271.0,13
234,2024,372.0,177
233,2022,162.0,103
239,2022,239.0,136
228,2024,495.0,43
229,2022,237.0,20
206,2023,482.0,191
253,2023,216.0,55
201,2023,218.0,10
217,2024,355.0,100
225,2022,66.0,125
216,2022,102.0,56
245,2024,427.0,104
211,2023,232.0,80
257,2023,255.0,108
249,2024,290.0,86
256,2022,380.0,37
231,2023,489.0,119
248,2023,306.0,155
228,2022,242.0,6
247,2023,497.0,161
209,2022,485.0,129
235,2022,192.0,43
201,2023,307.0,193
236,2023,61.0,149
213,2022,478.0,185
209,2024,234.0,128
239,2024,347.0,97
200,2023,307.0,36
240,2022,264.0,56
254,2022,239.0,138
220,2022,211.0,60
204,2024,322.0,141
208,2023,346.0,71
208,2023,255.0,80
217,2024,389.0,76
255,2022,413.0,110
204,2024,248.0,6
215,2024,370.0,78
233,2023,169.0,168
256,2024,304.0,109
203,2022,289.0,14
220,2024,64.0,93
254,2022,414.0,189
249,2024,215.0,185
236,2022,403.0,117
239,2023,370.0,46
243,2023,314.0,35
213,2024,219.0,126
226,2023,499.0,77
248,2024,263.0,3
211,2022,394.0,72
226,2022,228.0,96
255,2023,429.0,57
233,2024,127.0,187
203,2022,276.0,199
242,2024,257.0,78
243,2023,452.0,156
250,2024,410.0,64
201,2023,80.0,115
241,2024,243.0,154
241,2023,209.0,77
231,2024,149.0,199
201,2024,252.0,6
257,2024,57.0,87
221,2023,417.0,79
218,2024,246.0,192
225,2023,81.0,75
219,2022,352.0,40
235,2024,57.0,73
217,2024,211.0,41
251,2023,309.0,162
249,2024,341.0,161
213,2024,221.0,136
219,2022,202.0,48
244,2024,331.0,149
223,2024,338.0,164
246,2022,442.0,59
246,2023,352.0,11
256,2022,249.0,122
230,2022,194.0,35
251,2024,64.0,41
235,2024,219.0,95
214,2023,359.0,126
245,2023,446.0,80
206,2023,289.0,129
248,2022,227.0,158
222,2022,93.0,19
228,2022,308.0,117
240,2023,230.0,37
203,2023,361.0,132
230,2024,103.0,199
217,2022,234.0,15
244,2024,189.0,59
230,2023,398.0,95
246,2024,433.0,2
235,2022,236.0,121
217,2023,370.0,32
209,2022,401.0,69
206,2023,342.0,95
237,2022,197.0,17
244,2024,342.0,3
227,2023,208.0,171
258,2022,74.0,91
217,2023,355.0,162
230,2023,281.0,114
253,2022,158.0,97
208,2024,98.0,119
242,2023,57.0,33
215,2022,143.0,112
239,2023,170.0,164
224,2024,396.0,143
236,2024,468.0,187
229,2022,419.0,107
246,2024,62.0,22
257,2023,326.0,138
201,2024,122.0,114
204,2024,201.0,33
241,2024,481.0,57
229,2023,82.0,88
218,2024,306.0,47
213,2023,377.0,71
226,2022,303.0,67
229,2023,308.0,133
244,2023,447.0,87
213,2022,191.0,2
230,2024,226.0,104
235,2024,171.0,57
238,2022,82.0,22
249,2024,309.0,184
229,2024,87.0,82
237,2022,202.0,128
246,2024,352.0,2
210,2022,294.0,22
216,2024,190.0,0
209,2024,168.0,110
215,2024,422.0,4
250,2024,472.0,155
210,2022,330.0,68
238,2023,279.0,82
258,2023,250.0,43
227,2022,407.0,140
220,2022,92.0,199
227,2024,215.0,80
255,2024,84.0,24
254,2023,142.0,75
222,2023,488.0,28
245,2022,355.0,118
200,2022,383.0,128
248,2024,279.0,193
253,2024,339.0,33
212,2024,458.0,58
207,2023,475.0,192
218,2023,141.0,21
223,2022,228.0,180
239,2023,399.0,30
248,2024,296.0,65
258,2022,214.0,2
236,2023,288.0,173
224,2024,283.0,171
242,2022,301.0,120
225,2023,115.0,87
245,2022,390.0,168
241,2022,83.0,12
226,2023,281.0,9
231,2024,471.0,61
243,2023,464.0,133
202,2024,203.0,196
240,2022,381.0,177
242,2024,459.0,166
208,2024,496.0,170
200,2022,225.0,84
217,2023,176.0,41
202,2022,174.0,122
213,2024,400.0,39
231,2023,417.0,132
203,2023,128.0,66
259,2022,59.0,60
236,2022,85.0,14
220,2024,217.0,137
241,2023,459.0,0
226,2023,186.0,62
204,2022,230.0,73
202,2022,258.0,15
221,2024,135.0,94
219,2024,257.0,27
240,2023,263.0,36
243,2022,358.0,90
201,2024,216.0,53
242,2023,366.0,118
200,2024,101.0,138
222,2023,245.0,36
247,2024,245.0,165
224,2022,250.0,161
225,2023,255.0,149
256,2022,219.0,182
202,2022,292.0,131
259,2023,267.0,43
230,2024,244.0,132
226,2024,401.0,183
212,2023,124.0,146
246,2023,228.0,14
232,2022,436.0,50
224,2023,446.0,152
254,2023,413.0,105
255,2023,446.0,71
258,2022,169.0,180
215,2022,426.0,66
246,2022,110.0,171
237,2022,329.0,37
225,2023,197.0,188
253,2022,123.0,68
258,2023,264.0,45
246,2022,146.0,102
251,2023,488.0,111
217,2024,84.0,59
216,2022,127.0,31
245,2023,385.0,150
253,2023,335.0,146
224,2022,132.0,26
257,2022,466.0,33
225,2023,90.0,65
217,2024,499.0,116
248,2022,151.0,52
200,2024,226.0,136
245,2023,313.0,158
206,2023,133.0,55
229,2024,436.0,95
232,2022,262.0,119
224,2023,297.0,73
224,2022,114.0,163
226,2022,134.0,152
234,2024,170.0,128
242,2023,419.0,132
217,2022,435.0,50
256,2022,474.0,160
229,2022,486.0,180
213,2023,252.0,80
234,2024,449.0,188
233,2024,186.0,162
219,2023,290.0,162
214,2024,145.0,82
206,2024,416.0,26
212,2024,344.0,138
235,2024,497.0,27
239,2024,469.0,137
259,2022,200.0,34
252,2023,480.0,17
233,2022,226.0,132
212,2022,232.0,133
257,2023,168.0,85
203,2022,399.0,157
212,2024,443.0,81
247,2022,112.0,64
243,2023,301.0,195
212,2022,400.0,189
222,2024,157.0,105
228,2023,75.0,175
232,2022,225.0,111
222,2024,463.0,151
202,2023,179.0,80
231,2023,78.0,170
254,2024,487.0,118
202,2023,209.0,84
211,2023,157.0,199
259,2022,292.0,17
255,2024,300.0,160
203,2022,215.0,93
232,2022,326.0,8
231,2022,332.0,179
216,2024,265.0,10
251,2023,83.0,195
208,2024,328.0,1
204,2023,293.0,26
220,2024,383.0,145
202,2023,216.0,100
252,2022,118.0,161
238,2022,166.0,181
202,2023,122.0,10
236,2022,350.0,193
243,2024,368.0,30
234,2024,57.0,171
232,2024,440.0,55
253,2023,335.0,88
202,2023,61.0,146
247,2024,325.0,31
217,2023,241.0,163
202,2024,462.0,70
228,2022,425.0,141
236,2022,232.0,122
204,2022,317.0,172
208,2024,133.0,0
211,2023,71.0,179
215,2024,287.0,32
226,2024,456.0,161
208,2024,225.0,143
249,2022,350.0,94
258,2022,75.0,120
253,2022,158.0,129
256,2024,416.0,189
256,2023,156.0,75
